Trade_ID,Entry_Time,Exit_Time,Symbol,Signal_Type,Action,Shares,Entry_Price,Exit_Price,Take_Profit,Stop_Loss,PnL_Dollar,PnL_Percent,Exit_Reason,Duration_Minutes,STM_Signal,TD_Signal,Zigzag_Signal,Market_Hours,Order_Type,Notes
TRADE_20250925_194009_666,2025-09-25 07:40:07,2025-09-25 07:45:08,NIO,BUY,EXIT,55,7.21,7.2,7.24236,7.2023600000000005,-0.5499999999999883,-0.13869625520110662,STOP LOSS,5.027017416666666,buy,buy,buy,No,Limit @ $7.13,Trade exit
TRADE_20250925_211008_370,2025-09-25 09:10:04,,FIG,BUY,ENTRY,7,53.74,,54.07978000000001,53.659780000000005,,,,,buy,buy,buy,No,Limit @ $54.28,Trade entry
TRADE_20250925_211008_370,2025-09-25 09:10:04,2025-09-25 09:35:05,FIG,BUY,EXIT,7,53.74,53.35,54.07978000000001,53.659780000000005,-2.730000000000004,-0.7257164123557882,STOP LOSS,25.01454515,buy,buy,buy,No,Market,Trade exit
TRADE_20250926_171004_254,2025-09-26 05:10:01,,QQQ,BUY,ENTRY,1,592.765,,593.58209,592.57209,,,,,buy,buy,buy,No,Limit @ $598.69,Trade entry
TRADE_20250926_184007_971,2025-09-26 06:40:04,,NFLX,BUY,ENTRY,1,1207.565,,1208.3011900000004,1207.39119,,,,,buy,buy,buy,No,Limit @ $1219.64,Trade entry
TRADE_20250926_184007_971,2025-09-26 06:40:04,2025-09-26 06:50:07,NFLX,BUY,EXIT,1,1207.565,1207.355,1208.3011900000004,1207.39119,-0.21000000000003638,-0.017390368220347258,STOP LOSS,10.046365250000001,buy,buy,buy,No,Limit @ $1195.28,Trade exit
TRADE_20250926_193506_208,2025-09-26 07:35:04,,INTC,SELL,ENTRY,11,35.445,,35.19421,35.50421,,,,,sell,sell,sell,No,Limit @ $35.09,Trade entry
TRADE_20250926_171004_254,2025-09-26 05:10:01,2025-09-26 07:40:06,QQQ,BUY,EXIT,1,592.765,593.63,593.58209,592.57209,0.8650000000000091,0.14592629456867545,TAKE PROFIT,150.09320618333334,buy,buy,buy,No,Limit @ $587.69,Trade exit
TRADE_20250926_193506_208,2025-09-26 07:35:04,2025-09-26 07:45:05,INTC,SELL,EXIT,11,35.445,35.56,35.19421,35.50421,-1.2650000000000219,-0.3244463252927126,STOP LOSS,10.016658533333333,sell,sell,sell,No,Limit @ $35.92,Trade exit
TRADE_20250926_220506_282,2025-09-26 10:05:03,,AAPL,SELL,ENTRY,1,256.07,,254.77559999999997,256.3756,,,,,sell,sell,sell,Yes,Market,Trade entry
TRADE_20250926_220506_282,2025-09-26 10:05:03,2025-09-26 10:25:05,AAPL,SELL,EXIT,1,256.07,254.57,254.77559999999997,256.3756,1.5,0.5857773265122818,TAKE PROFIT,20.0256817,sell,sell,sell,Yes,Market,Trade exit
TRADE_20250927_010504_399,2025-09-26 13:05:02,,NVDA,SELL,ENTRY,2,177.225,,176.86095,177.31095,,,,,sell,sell,sell,Yes,Market,Trade entry
TRADE_20250927_010504_802,2025-09-26 13:05:01,,QQQ,SELL,ENTRY,1,595.12,,594.68314,595.22314,,,,,sell,sell,sell,Yes,Market,Trade entry
TRADE_20250927_010504_802,2025-09-26 13:05:01,2025-09-26 13:10:05,QQQ,SELL,EXIT,1,595.12,595.4,594.68314,595.22314,-0.2799999999999727,-0.04704933458797767,STOP LOSS,5.0707808,sell,sell,sell,Yes,Market,Trade exit
TRADE_20250927_010504_399,2025-09-26 13:05:02,2025-09-26 13:15:05,NVDA,SELL,EXIT,2,177.225,177.315,176.86095,177.31095,-0.18000000000000682,-0.050782903089295194,STOP LOSS,10.047085233333332,sell,sell,sell,Yes,Market,Trade exit
TRADE_20250927_014003_697,2025-09-26 13:40:01,,QQQ,SELL,ENTRY,1,595.475,,594.9329700000002,595.60297,,,,,sell,sell,sell,Yes,Market,Trade entry
TRADE_20250927_014003_697,2025-09-26 13:40:01,2025-09-26 13:55:05,QQQ,SELL,EXIT,1,595.475,594.76,594.9329700000002,595.60297,0.7150000000000318,0.1200722112599239,TAKE PROFIT,15.065939033333333,sell,sell,sell,Yes,Market,Trade exit
TRADE_20250929_194007_242,2025-09-29 07:40:05,,NFLX,BUY,ENTRY,1,1213.835,,1212.0875,1214.4175,,,,,buy,none,buy,No,Limit @ $1225.97,Trade entry
TRADE_20250929_194007_242,2025-09-29 07:40:05,2025-09-29 07:40:10,NFLX,BUY,EXIT,1,1213.835,1213.835,1212.0875,1214.4175,0.0,0.0,TAKE PROFIT,0.08482393333333334,buy,none,buy,No,Limit @ $1201.70,Trade exit
TRADE_20250929_194505_408,2025-09-29 07:45:05,,NFLX,BUY,ENTRY,1,1213.835,,1212.0875,1214.4175,,,,,buy,none,buy,No,Limit @ $1225.97,Trade entry
TRADE_20250929_194505_408,2025-09-29 07:45:05,2025-09-29 07:45:08,NFLX,BUY,EXIT,1,1213.835,1213.835,1212.0875,1214.4175,0.0,0.0,TAKE PROFIT,0.05201786666666666,buy,none,buy,No,Limit @ $1201.70,Trade exit
TRADE_20250929_204007_109,2025-09-29 08:40:03,,AMD,SELL,ENTRY,2,160.34,,159.62808,160.50808,,,,,sell,sell,sell,No,Limit @ $158.74,Trade entry
TRADE_20250929_204007_109,2025-09-29 08:40:03,2025-09-29 08:55:05,AMD,SELL,EXIT,2,160.34,160.57,159.62808,160.50808,-0.45999999999997954,-0.14344517899463002,STOP LOSS,15.02900165,sell,sell,sell,No,Limit @ $162.18,Trade exit
TRADE_20250929_234004_640,2025-09-29 11:40:02,,OPEN,BUY,ENTRY,48,8.235,,8.485789999999998,8.11658,,,,,buy,buy,buy,Yes,Market,Trade entry
TRADE_20250929_234004_640,2025-09-29 11:40:02,2025-09-29 13:55:05,OPEN,BUY,EXIT,48,8.235,8.5301,8.485789999999998,8.11658,14.164799999999985,3.583485124468728,TAKE PROFIT,135.0502312,buy,buy,buy,Yes,Market,Trade exit
TRADE_20250930_024006_653,2025-09-29 14:40:04,,INTC,SELL,ENTRY,11,34.75,,34.73382,34.757639999999995,,,,,sell,sell,sell,Yes,Market,Trade entry
TRADE_20250930_024006_653,2025-09-29 14:40:04,2025-09-29 14:40:09,INTC,SELL,EXIT,11,34.75,34.76,34.73382,34.757639999999995,-0.10999999999997812,-0.02877697841726046,STOP LOSS,0.0803395,sell,sell,sell,Yes,Market,Trade exit
TRADE_20250930_034509_983,2025-09-29 15:45:03,,AMD,BUY,ENTRY,2,161.33,,162.94330000000002,160.52335000000002,,,,,buy,buy,buy,Yes,Market,Trade entry
TRADE_20250930_034509_983,2025-09-29 15:45:03,2025-09-29 16:00:05,AMD,BUY,EXIT,2,161.33,161.33,162.94330000000002,160.52335000000002,0.0,0.0,DAILY CLOSE,15.031845383333332,buy,buy,buy,Yes,Limit @ $159.72,Trade exit
TRADE_20251001_013506_660,2025-09-30 13:35:02,,AMD,BUY,ENTRY,2,159.91500000000002,,160.42467000000005,159.67434,,,,,buy,buy,buy,Yes,Market,Trade entry
TRADE_20251001_013506_919,2025-09-30 13:35:05,,AAPL,BUY,ENTRY,1,253.85500000000002,,254.73681000000005,253.43862000000001,,,,,buy,buy,buy,Yes,Market,Trade entry
TRADE_20251001_013506_660,2025-09-30 13:35:02,2025-09-30 14:10:07,AMD,BUY,EXIT,2,159.91500000000002,160.60500000000002,160.42467000000005,159.67434,1.3799999999999955,0.4314792233373966,TAKE PROFIT,35.069177583333335,buy,buy,buy,Yes,Market,Trade exit
TRADE_20251001_013506_919,2025-09-30 13:35:05,2025-09-30 14:25:07,AAPL,BUY,EXIT,1,253.85500000000002,253.29,254.73681000000005,253.43862000000001,-0.5650000000000261,-0.22256800141814267,STOP LOSS,50.032669866666666,buy,buy,buy,Yes,Market,Trade exit
TRADE_20251001_024005_230,2025-09-30 14:40:02,,IBM,BUY,ENTRY,1,283.3,,284.12518,282.91036,,,,,buy,buy,buy,Yes,Market,Trade entry
TRADE_20251001_024005_230,2025-09-30 14:40:02,2025-09-30 16:00:07,IBM,BUY,EXIT,1,283.3,283.52,284.12518,282.91036,0.21999999999997044,0.07765619484644208,DAILY CLOSE,80.08743121666666,buy,buy,buy,Yes,Limit @ $280.68,Trade exit
TRADE_20251001_191005_744,2025-10-01 07:10:02,,AVGO,BUY,ENTRY,1,327.7,,328.9944,327.0888,,,,,buy,buy,buy,No,Limit @ $330.98,Trade entry
TRADE_20251001_191005_744,2025-10-01 07:10:02,2025-10-01 08:00:06,AVGO,BUY,EXIT,1,327.7,326.86,328.9944,327.0888,-0.839999999999975,-0.25633201098564995,STOP LOSS,50.06323213333334,buy,buy,buy,No,Limit @ $323.59,Trade exit
TRADE_20251001_204007_697,2025-10-01 08:40:05,,WMT,SELL,ENTRY,3,103.2,,101.4,104.4,,,,,sell,none,sell,No,Limit @ $102.17,Trade entry
TRADE_20251001_224506_375,2025-10-01 10:45:05,,NFLX,SELL,ENTRY,1,1174.9,,1161.1600000000003,1184.06,,,,,sell,none,sell,Yes,Market,Trade entry
TRADE_20251002_020505_984,2025-10-01 14:05:03,,OPEN,BUY,ENTRY,46,8.4115,,8.623750000000001,8.27,,,,,buy,none,buy,Yes,Market,Trade entry
TRADE_20251002_021503_204,2025-10-01 14:15:02,,IBM,SELL,ENTRY,1,282.7,,281.11436,283.44872,,,,,sell,sell,sell,Yes,Market,Trade entry
TRADE_20251002_020505_984,2025-10-01 14:05:03,2025-10-01 14:20:06,OPEN,BUY,EXIT,46,8.4115,8.1971,8.623750000000001,8.27,-9.862399999999976,-2.5488913986803716,STOP LOSS,15.046993233333334,buy,none,buy,Yes,Market,Trade exit
TRADE_20251002_021503_204,2025-10-01 14:15:02,2025-10-01 14:30:06,IBM,SELL,EXIT,1,282.7,283.58,281.11436,283.44872,-0.8799999999999955,-0.3112840466926054,STOP LOSS,15.074591633333334,sell,sell,sell,Yes,Market,Trade exit
TRADE_20251001_224506_375,2025-10-01 10:45:05,2025-10-01 16:00:06,NFLX,SELL,EXIT,1,1174.9,1170.9,1161.1600000000003,1184.06,4.0,0.3404545067665333,DAILY CLOSE,315.01585195,sell,none,sell,Yes,Limit @ $1182.61,Trade exit
TRADE_20251002_213508_378,2025-10-02 09:35:06,,WMT,BUY,ENTRY,3,101.49,,102.13499999999999,101.06,,,,,buy,none,buy,Yes,Market,Trade entry
TRADE_20251002_213508_378,2025-10-02 09:35:06,2025-10-02 09:40:05,WMT,BUY,EXIT,3,101.49,101.01,102.13499999999999,101.06,-1.4399999999999693,-0.4729530002955856,STOP LOSS,4.99531025,buy,none,buy,Yes,Market,Trade exit
TRADE_20251003_001007_518,2025-10-02 12:10:05,,OPEN,SELL,ENTRY,49,8.11,,7.948038199999997,8.1864764,,,,,sell,sell,sell,Yes,Market,Trade entry
TRADE_20251003_001007_518,2025-10-02 12:10:05,2025-10-02 13:00:06,OPEN,SELL,EXIT,49,8.11,8.1993,7.948038199999997,8.1864764,-4.375699999999986,-1.1011097410604158,STOP LOSS,50.012178416666664,sell,sell,sell,Yes,Market,Trade exit
